Date,Mkt-RF,SMB,HML,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
198607,1.03,-0.93,1.36,-5.02,-2.99,-2.7,-12.54,-7.98,-7.84,-8.79,-5.36,-6.21,-7.52,-8.09,-15.61,-9.23,-7.31,-8.35,-8.72,-2.35,-3.94,-5.35,5.14,-3.02,-10.77,-7.77,-4.48,-9.75,-9.48,-9.4,-11.21,-5.42,-7.75
198608,-6.45,-3.39,4.76,2.79,-1.43,4.47,1.53,2.56,4.35,3,4.01,5.99,1.23,8.59,8.71,6.64,8,7.53,5.12,15.94,9.24,16.72,7.9,6.87,5.75,7.13,7.77,6.42,2.4,1.44,1.6,7.14,8.19
198609,6.07,-4.2,3.5,-12.21,-8.1,-11.19,-9.77,-10.6,-9.46,-9.76,-12.57,-5.31,-6.45,-5.88,2.05,-6.3,-7.39,-6.98,-7.61,4.86,-4.6,-0.9,-9.09,-9.29,-8.09,-6.91,-7.12,2.41,-8.56,-8.43,-7.62,-10.33,-9.67
198610,-8.6,2.26,3.16,10.88,7.55,10.78,6.67,6.14,8.15,8.14,7.93,8.51,5.46,5.76,2.95,2.9,4.39,8.95,1.61,-0.64,-1.26,2.06,5.24,4.66,7.38,-0.37,6.04,6.34,6.07,7.99,6.93,3.52,8.45
198611,4.66,-2.48,-1.37,0.52,0.8,-0.09,-2.99,0.74,6.22,0.67,1.35,3.91,8.9,2.9,-5.57,3,2.91,1.92,2.69,2.38,2.26,3.09,0.55,3.94,2.3,3.71,2.67,-0.29,1.22,2.03,0.64,-0.89,2.56
198612,1.17,-1.92,-0.13,-2.96,-2.29,-2.43,-4.95,-2.29,1.02,-7.14,-1.25,-3.77,0.79,-1.87,-3.12,0.64,-5.86,-4.62,-3.76,-1.91,-4.64,-0.46,-3.31,-3.73,-1.73,-3.75,0.11,-5.07,-3.51,-7.14,-4.1,-2.34,-5.46
198701,-3.27,0.09,0.27,12.53,22.02,21.37,19.54,13.56,14.2,11.72,13.16,15.17,7.77,16.94,13.63,14.36,16.77,19.33,4.36,14.39,6.74,13.99,9.3,5.31,19.35,15.85,19.62,6.87,11.83,10.33,9.56,10.48,17.17
198702,12.47,-1.83,-3.26,4.42,3.35,-2.84,9.2,9.72,3.9,13.46,11.28,5.64,6.64,4.49,7.85,6.93,4.93,3.37,6.92,14.6,-0.17,-1.65,-2.15,0.04,6.15,9.56,0.69,4.93,5.46,11.66,10.28,3.95,4.57
198703,4.39,3.49,-5.97,2.27,0.86,0.75,2.25,-0.43,2.06,1.15,0.15,5.35,1.92,4.32,7.1,1.83,0.4,6.91,-2.58,19.13,-0.47,12.41,-1.66,1.43,0.27,2.67,3.55,-1.92,1.51,1.93,4.87,-1.49,3.69
198704,1.64,0.39,1.62,-5.73,4.21,-2.93,2.84,-4.07,-2.39,-4.59,-2.46,1.48,6.21,-3.48,3.47,-0.14,-0.64,8.19,-10.51,3.98,-0.97,0.13,-4.33,-2.42,-0.97,4.65,-3.02,-1.53,-4.2,-2.45,-1.87,-4.95,-2.55
198705,-2.11,-1.7,-0.34,3.56,-4.5,1.22,-0.34,3.93,1.34,-1.35,1.23,0.4,8.98,-2.54,3.93,3.8,-0.05,-2.44,0.49,-4.11,4.74,3.03,-1.85,3.33,1.48,-0.06,-2.97,6.71,-0.76,0.56,-0.55,-0.72,6.44
198706,0.11,-0.53,0.22,6.75,2.1,5.76,5.26,8.29,5.24,9.52,4.76,4.78,0.88,5.91,3.42,2.79,4.2,2.33,5.2,-2.28,1.88,5.76,3.39,7.04,2.21,0.33,6.85,5.64,3.65,7.52,2.95,4.97,-0.04
198707,3.94,-2.18,1.01,3,8.43,9.28,5.92,8.52,5.04,4.88,5.75,5.86,4.75,7.15,19.08,11.95,4.73,6.61,10.65,18.01,5.39,3.31,-1.68,6.01,1.11,1.42,4.71,4.16,4.61,6.72,3.21,1.92,8.02
198708,3.85,-0.67,0.67,3.19,2.08,18.63,5.73,-0.38,5.49,1.01,2.2,2.39,-1.99,2.27,-4.17,1.36,4.7,4.46,1.05,-3.72,5.8,1.7,3.71,5.1,6.44,7.12,6.53,-0.02,2.51,3.38,2.04,5.83,2.7
198709,3.52,-0.72,-0.92,-2.9,0.68,0.32,-2.07,-2.86,-1.04,-8.1,-2.55,-0.52,-1.48,-0.84,3.65,3.9,2.23,-6.8,-2.22,4.94,-5.93,-3.78,-2.31,2.99,1.28,-3.48,1.48,-1.84,-3.49,-7.1,-4.24,-2.29,-3.22
198710,-2.59,0.52,0.27,-17.55,-18.07,-21.79,-32.8,-22.77,-21.64,-30.9,-20.46,-28,-32.51,-28.14,-30.5,-31.03,-32.2,-28.33,-30.5,-32.15,-30.11,-18.29,-6.94,-12.35,-28.07,-25.44,-27.14,-27.9,-28.66,-29.14,-24.04,-21.12,-27.49
198711,-23.24,-8.41,4.2,-8.01,-4.84,-8.25,-8.1,-8.18,-10.28,-12.32,-9.31,-5.65,-5.36,-4.89,2.31,-1.36,-6.74,-5.72,-9,6.74,-2.29,-10.6,-2.53,-8.92,-8.95,-9.8,-2.92,-8.32,-4.58,-9.29,-6.65,-7.18,-7.25
198712,-7.77,2.78,3.13,6.77,12.67,4.34,13.45,8.66,7.14,7.79,5.34,14.45,14.09,8.6,10.42,11.46,13.56,9.61,6.4,5.23,10.43,6.67,0.57,4.27,16.26,11.01,10.85,7.17,10.48,7.96,8.07,3.57,12.39
198801,6.81,0.13,-4.45,3.44,-0.26,2.97,-0.96,1.95,1.04,8.19,6.37,-2.26,0.91,3.85,-2.97,2.61,-0.18,6.94,13.63,-8.87,0.12,8.69,9.76,9.76,-1.25,-2.33,-2.96,4.22,3.36,7,4.69,8.92,2.07
198802,4.21,-0.78,4.99,4.2,5.47,6.14,10.33,7.21,2.93,11.73,4.2,8.12,23.11,12.36,9.56,10.27,7.68,7.54,4.94,8.1,9.03,3.47,-1.43,1.32,6.22,7.38,7.88,8.7,8.29,11.86,7.09,3.03,3.58
198803,4.75,3.35,-1.62,-0.59,0.58,-3.43,-3.18,-4.46,-6.11,-0.43,-2.55,-2,9.06,1.3,-3.64,4.63,-4.05,0.93,-0.05,9.07,5.14,2.46,-3.17,-3.82,-0.59,-5.3,-2.65,3.76,2.36,-1.17,-1.61,-2.6,-0.69
198804,-2.27,6.15,0.72,0.59,-2.3,-0.06,2.81,-0.82,0.22,-0.16,-1.99,1.79,0.06,1.42,5.86,2.49,1.36,3.42,1.91,1.27,6.48,4.53,-0.29,0.67,-0.7,3,1.39,-1.65,0.84,2.36,0.29,-0.49,-0.29
198805,0.56,0.96,1.7,0.52,-2.3,-3.84,-0.78,0.16,1.85,-2.2,-0.26,-1.97,2.21,-1.39,-0.46,-0.53,-1.07,1.36,2.15,0.64,-0.3,-0.49,3.59,2.17,-1.89,-1.31,-0.35,-1.58,-1.83,-1.43,-0.18,2.02,-1.91
198806,-0.29,-2.64,2.33,1.01,8.85,1.96,8.36,6.02,4.16,7.47,2.68,9.55,4.45,9.02,6.41,5.89,8.7,8.2,4.76,1.54,0.24,-2.04,3.23,3.01,7.64,9.24,12.13,11.13,7.34,6.95,6.2,5.53,6.78
198807,4.79,2.17,-1.09,2.79,-2.93,6.56,-0.44,-0.25,0.51,0.44,0.49,-3.98,0.55,-2.17,1.45,-3.16,-3.82,-0.53,0.1,-0.71,-3.41,3.58,-0.26,0.02,-3.45,-5,-3,-2.58,-1.91,-0.41,-2.19,0.25,-2.17
198808,-1.25,-0.22,2.2,0.56,1.32,-0.15,-3.83,-3.31,-3.03,3.07,-1.08,-4.03,-3.05,-4.21,-4.88,-5.45,-6.26,-6.48,-3.33,-4.18,-5.29,-1.46,-0.13,-3.05,-4.83,-8.28,-3.96,-2.81,-2.9,-2.59,-2.62,-0.02,-1.74
198809,-3.31,0.06,2.12,5.29,10.1,8.26,3.02,6.91,4.85,0.12,3.86,2.03,3.56,0.22,0.84,1.61,6.5,3.79,5.89,-2.86,3.62,-2.48,2.71,7.36,4.33,2.65,3.4,7.22,4.49,8.86,8.7,3.92,8.39
198810,3.3,-1.26,-0.68,18.24,0.4,0.39,1.95,1.29,2.64,0.93,1.22,0.93,1.3,-0.36,4.27,0.19,-1.02,4.4,1.54,-0.15,2.05,1.81,2.53,2.8,-0.65,0.32,-1.06,1.1,0.51,2.18,-0.13,-0.19,-2.32
198811,1.15,-2.9,1.7,-0.53,-0.05,1.76,-4.32,-3.92,-4.55,-5.13,-2.16,-2.64,-5.85,-2.58,-1.77,-0.4,1.37,-0.08,-3.09,1.6,-5.97,-0.25,-0.46,0.34,-2.91,-3.25,-1.95,0.92,-3.93,-2.65,-2.07,-2.62,-3.11
198812,-2.29,-1.73,1.3,3.02,0.56,8.41,5.22,3.03,3.09,5.61,1.83,4.91,7.78,4.16,4.02,2.88,1.79,-0.48,-0.27,-1.95,1.87,1.83,1.02,1.62,3.76,4.66,3.38,2.76,3.37,0.94,2.93,-0.14,2.7
198901,1.49,1.94,-1.54,5.28,5.21,5.13,9.12,7.54,5.93,2.89,6.8,10.35,9.29,5.84,11.91,4.59,7.63,8.39,5.93,1.27,16.37,6.22,2.76,8.96,6.57,6.92,6.63,9.7,5.93,6.44,5.48,6.75,4.92
198902,6.1,-2.14,0.49,-2.31,0.06,-0.7,1.35,-2.95,-1.29,1.09,-1.15,-2.16,6.1,1.31,-3.58,-1.61,-4.68,-4.53,-0.8,6.56,-0.82,-1.32,-1.82,-1.22,-2.27,-3.91,-2.88,-0.29,-2.32,-1.75,-1.37,-0.37,-0.43
198903,-2.25,2.77,0.9,4.25,7.78,10.21,7.62,3.02,0.75,4.06,4.96,2.46,5,1.39,-1.93,1.82,-1.02,-2.56,3.88,-3.09,3.3,3.82,0.57,5.56,-1.03,-5.79,0.66,-1.38,1.75,3.17,3.81,4.74,2.47
198904,1.57,0.74,0.47,5.24,6.92,4.98,7.47,7.59,5.96,0.77,5.41,4.9,5.05,5.52,3.43,4.62,8.01,-0.46,4.45,-2.87,7.76,2.56,3.9,9.63,6.63,4.86,5.02,6.03,4.67,5.82,7.42,3.88,5.48
198905,4.33,-0.58,-1.42,4.85,8.89,7.48,6.19,2.22,2.43,4.04,3.43,0.87,2.74,4.04,1.16,5.25,11.32,1.41,2.43,-5.5,-0.53,2.86,5.34,5.79,5.66,2.11,2.98,2.54,3.37,5.56,10.25,4.12,5.82
198906,3.35,-0.05,-0.9,2.01,-1.45,0.26,4.45,5.46,1.73,-0.57,-2.74,-2.7,-1.1,0.15,-3.8,-3.29,-4.5,0.62,-4.54,5.41,-0.43,-0.97,3.4,-0.03,-2.26,-2.93,-4.12,-0.16,-2.12,-2.3,1.99,0.87,-1.57
198907,-1.35,-1,2.27,12.8,16.66,14.32,8.66,6.41,7.36,9.62,13.89,6.6,7.07,9.23,6.6,6.87,11.36,4.29,7.27,-0.95,2.55,3.78,5.8,8.57,4.11,3.02,7.67,7.74,5.82,10.49,7.73,8.16,10.15
198908,7.2,-4.03,-2.79,-4.53,-4.17,2.6,2.13,-1.07,2.78,5.24,0.37,7.29,3.32,3.36,7.99,3.49,-0.31,8,3.12,7.09,8.45,3.34,-0.8,1.02,2.59,2.3,5.98,13.02,1.74,3.7,-0.72,1.95,2.36
198909,1.44,0.51,0.63,-0.77,1.49,0.83,2.2,-2.53,-3.65,5.46,2.38,-3.41,-3.7,-1.29,-2.54,-2.38,-1.47,-5.67,-0.83,3.73,0.68,1.42,0.48,3.81,1.6,-3.92,-3.86,-4.29,-2.13,-2.76,0.63,2.11,4.24
198910,-0.76,0.25,-1.25,-3.19,1.69,1.97,-2.2,-7.4,-1.41,-5.33,0.39,-5.85,-6.42,-8.08,-9.16,-5.7,-2.73,-6.56,-4.78,0.06,-5.24,0.49,1.01,-2.04,-4.42,-5.06,-2.73,-9.86,-4.78,-4.39,-2.81,-3.98,-3.4
198911,-3.67,-3.25,-1.07,3.61,3.78,-0.28,1.66,-0.79,1.07,-2.11,4.53,2.51,1.32,3.51,2.38,5.28,9.42,-1.88,-0.32,11.36,6.36,3.91,3.23,1.99,-1.84,-2.31,3.15,0.38,0.52,1.02,2.54,-0.46,-3.2
198912,1.03,-1.27,-1.07,3.45,1.58,-0.48,-6.89,0.48,2.42,-2.32,1.05,4.21,0.65,0.14,0.64,2.42,3.78,-2.38,-0.07,1.58,3.38,5.87,4.79,5.73,2.03,-1.5,3.63,3.12,2.73,0.57,-0.36,-2.47,5.53
199001,1.16,-2.4,0.21,-10.2,-9.03,-8.65,-10.81,-9.42,-7.72,-9.15,-7.37,-7.59,-10.11,-5.19,-8.78,-3.29,-3.72,-3.37,-4.1,4.7,-3.03,-4.14,-5.35,-13.4,-5.91,-0.85,-7.48,-7.61,-7.67,-5.63,-11.41,-9.78,-8.07
199002,-7.85,-1.26,0.78,-0.35,0.51,-2.56,1.67,0,0.17,2.67,-2.06,2.64,2.04,3.91,3.24,5.53,1.47,6.11,4.43,-0.38,7.21,3.01,0.22,-0.34,4.14,3.67,1.66,5.93,2.13,2.22,-0.99,2.33,1.17
199003,1.11,1.02,0.65,5.27,6.21,6.81,1.67,-0.64,4.18,8.19,3.86,1.44,2.12,3.51,6.28,3.86,3.95,3.59,8.3,-5.84,5.57,-0.51,-0.75,4.18,5.31,4,2.26,3.26,2.99,6.04,0.66,-1.55,4.61
199004,1.83,1.55,-3.03,-0.2,2.32,4.77,0.39,-6.55,-1.89,-0.94,0.29,-3.45,-2.63,-3.28,-7.05,-2.96,-0.43,-4.47,-5.55,-8.82,-9.08,-3.56,-5.51,-3.46,-3.06,-1.48,-2.61,-4.2,-2.18,-1.72,-3.94,-4.23,1.69
199005,-3.36,-0.5,-2.47,8.84,15.91,1.12,13.13,9.55,9.78,8.2,12.76,7.34,3.92,9.05,7.31,6.18,9.98,8.03,10.66,7.74,13.16,5.92,5.42,9.39,11.64,11.88,5.8,4.87,9.11,11.99,13.75,9.28,10.62
199006,8.42,-2.56,-3.89,2.25,1.01,9.12,-3.71,-1.08,1.92,-1.91,4.44,-2.22,-4.82,-2.44,-1.45,-2.3,0.19,-2.91,0.37,-5.8,-6.66,-2.06,0.75,-4.71,2.92,-1.94,-0.2,-1.19,0.57,1.61,2.01,-1.83,1.4
199007,-1.09,1.42,-1.99,0.57,0.02,5.64,-7.87,-5.49,-1.81,-3.71,2.59,0.89,-1.32,2.35,5.69,-2.01,1.59,-2.69,-2.91,10.57,0.53,8.29,0.88,-4.59,-8.1,-6.37,1.82,-2.34,-3.93,-3.66,-6.98,-4.55,-2.6
199008,-1.9,-3.2,-0.11,-7.12,-4.91,-3.09,-15.29,-9.42,-8.98,-17.13,-6.82,-12.9,-14.18,-13.13,-10.24,-13.55,-13.52,-14.64,-13.34,-6.67,-10.87,-1.15,-6.63,-10.72,-10.2,-12.21,-10.65,-13.03,-9.86,-12.82,-13.22,-11.03,-10.93
199009,-10.15,-3.57,1.63,-1.59,-6.63,0.93,-4.03,-6.59,-7.44,-12.22,-4.35,-6.66,-17.14,-9.19,-6.16,-9.77,-10.4,-11.07,-10.1,-1.75,3.18,-1.61,0.48,1.29,-8.48,-6.18,-7.32,-7.64,-4.91,-9.38,-9.45,-11.44,-8.48
199010,-6.12,-3.68,0.71,3.06,7.53,6.43,-1.3,-3.84,1.96,-7.61,1.43,0.56,-11.04,-6.78,-11.44,-9.4,-2.93,-2.69,2.57,-16.72,-9.52,-4.17,7.23,2.8,-2.3,-4.16,0.52,-2.5,-3.62,-3.06,-3.7,-7.03,-2.97
199011,-1.92,-5.55,0.19,5.37,5.23,7.9,12.1,10.44,7.63,16.28,9.45,10.04,8.4,8.17,2.94,10.17,5.48,2.94,2.13,-1.87,-4.48,1.66,2.3,3.1,11.04,10.57,6.64,5.69,6.41,11.68,8.01,14.3,2.19
199012,6.35,0.36,-3.21,4.68,2.35,5.36,2.84,6.05,3.45,8.66,2.75,3.49,8.27,3.2,7.96,4.28,5.74,-1.25,3.91,10.23,2.18,-2.19,0.8,1.75,5.06,4.08,6.51,5.15,4.75,2.86,5.72,5.47,6.32
199101,2.46,0.75,-1.72,3.25,4.65,2.68,5.66,8.86,0.81,18.21,4.53,5.65,11.05,9.48,8.19,7.39,11.5,7.35,7.28,-9.26,-3.89,-2.01,-1.37,0.18,13.85,14.22,5.27,12.29,3.09,11.74,1.37,7.18,10.18
199102,4.69,3.76,-1.74,11.89,10.84,7.68,10.96,3.57,6.39,14.53,9.85,6.12,12.1,11.73,6.64,8.1,6.84,10.43,1.75,7.94,13.22,8.37,4.83,3.41,6.88,6.02,5.61,5.45,8.49,7.65,13.31,10.84,4.79
199103,7.19,3.96,-0.55,6.03,5.67,1.37,-1.56,1.21,4.14,3.97,5.43,-0.24,3.21,-0.19,0.53,-2.03,2.5,-0.55,0.32,-1.47,-3.94,1.31,1.71,2.34,6.17,-0.57,1.5,-1.83,3.21,9.35,10.12,5.81,0.42
199104,2.65,3.92,-1.32,-0.86,-4.01,-3.47,-2.86,2.41,-1.44,1.59,-1.12,3.34,2.89,-0.93,-0.1,-2.68,1.27,-2.69,-0.99,0.37,6.12,2.51,-0.03,1.12,-1.31,-3.04,1.24,3.64,1.5,2.63,-2.4,1.73,-0.17
199105,-0.28,0.49,1.48,2.87,3.86,3.94,3.95,4.4,4.05,1.02,4.61,10.03,4.46,6.82,4.2,8.86,10.03,15.94,6.16,2.22,-7.35,-1.36,0.16,-1.45,4.44,3.51,8.37,7.83,6.59,8.13,4.84,4.64,4.43
199106,3.65,-0.35,-0.57,-4.21,-5.74,-6.37,-4.33,-7.31,-7.57,-3.27,-4.16,-3.31,1.6,-6.84,-4.8,-6.83,-4.52,-2.73,-3.58,7.88,3.56,-3.74,-2.37,-1.9,-6.01,-9.11,-2.2,-4.98,-2.56,-4.43,-5.93,-5.29,-5.7
199107,-4.94,0.08,1.23,5.31,9.1,7.43,4.3,2.05,4.95,4.97,8.44,4.92,10.3,4.23,4.51,1.72,0.18,-1.33,5.77,-0.34,-1.26,5.06,3.99,3.2,4.3,4.08,-0.21,5.76,5.85,5.68,1.25,5.68,2.13
199108,4.24,-0.93,-1.25,6.24,5.96,7.17,-0.22,1.92,4.48,9.27,2.86,0.74,0.45,2.51,0.89,0.51,2.14,-3.42,2.73,-6.18,3.71,1.73,3.53,0.84,5.52,1.28,1.15,1.41,-1.53,4.95,0.81,4.38,2.48
199109,2.32,1.59,-0.83,-3.48,-4.61,-2.25,-0.3,-4.07,0.97,3.05,-0.4,-3.14,4.15,-4.65,-3.32,-3.58,-5.84,-2.3,-0.05,5.77,-0.38,-0.7,3.73,0.54,1.64,-2.09,-1.63,-0.11,-2.12,-4.26,2.41,-0.2,-3.19
199110,-1.59,1.64,-0.98,-1.12,2.09,-6.59,2.79,0.29,1.35,-4.17,6.64,1.79,-1.22,-2.23,-0.97,-0.08,-0.1,-2.35,3.22,1.23,4.84,2.02,1.23,2.11,6.05,0.23,4.36,7.15,2.64,-3.13,2.31,2.12,1.08
199111,1.29,0.88,-0.47,-0.23,3.03,-3.26,-6.97,-4.7,-2.1,-2.91,-2.55,-5.88,-4.85,-4.55,-7.67,-9.29,-5.5,-8.7,-5.88,0.33,-10.95,-7.65,1.89,-4.92,-2.79,-5.02,-6.36,-8.64,-3.78,-0.52,-4.15,-5.12,-2.68
199112,-4.19,-0.48,-1.85,15.17,15.41,14.35,8,12.21,12.16,15.98,16.47,10.28,13.33,16.48,7.07,9.34,18.28,5.98,9.96,-0.9,0.91,1.95,5.01,9.83,13.91,7.07,9.24,14.22,11.58,13.23,12.94,13.26,13.33
199201,10.84,-2.26,-4.11,-5.37,-3.06,-4.91,11.66,2.54,7.62,3.39,-5.55,1.04,10.09,4.61,3.22,4.9,-0.84,10.65,4.03,9.39,-9.37,-4.13,-4.58,-2.62,3.68,7.19,1.26,-1.21,-1.75,-0.28,10.52,0.84,2.67
199202,-0.59,8.49,4.61,-0.75,1.5,0.35,10.42,5.64,-1.46,2.13,-2.59,2.8,8.33,1.11,7.01,4.57,3.2,14.32,-3.19,0.43,6.65,-0.56,-1.23,-1.21,2.9,4.43,2.47,5.08,3.17,2.91,-0.25,2.97,0.39
199203,1.09,0.87,6.37,-2.95,1.35,-4.37,-1.43,-1,-2.08,-4.37,-5.46,0.79,3.88,-3.62,-1.33,-2.08,-2.89,1.45,-0.83,-7.53,-4.86,-2.77,-0.53,-0.98,-4.57,-4.99,-0.48,-2.39,-0.55,-1.35,-0.92,-0.82,-8.1
199204,-2.66,-1.04,3.61,-1.38,1.9,7.66,-2.03,4.87,0.89,-5.25,-2.15,6.33,1.14,-0.05,3.72,0.97,0.64,11.1,2.64,-3.96,-5.47,9.56,2.68,6.85,-3.79,0.15,3.77,2.85,-0.93,-4.57,3.24,0.9,-0.06
199205,1.07,-6.12,4.27,0.88,3.62,0.39,2.04,0.03,0.51,-1.97,1.08,-0.88,-1.68,0.55,0.91,-0.34,-0.41,-1.84,-2.2,9.43,-0.36,3.22,2.54,-1.7,1.31,-0.71,-0.59,-0.25,1.5,-0.22,0.89,2.53,-5.03
199206,0.3,0.4,1.25,-0.08,-5.49,-9.85,-3.6,-3.2,-6.46,-4.42,-4.68,-4.66,-7.41,-5.82,1.96,-5.8,1.83,4.44,-4.84,9.08,-9.74,-3.45,0.54,1.24,-5.43,-2.86,-1.55,-3.97,-2.91,-1.81,-2.21,1.25,-4.41
199207,-2.34,-3.1,3.36,5.43,4.55,4.63,1.79,2.89,6.87,6.4,5.73,4.21,7.18,4.99,-0.19,2.93,-0.94,-0.74,2.96,-0.84,6.42,5.35,6.69,5.37,3.49,2.72,-1.11,0.78,3.94,4.29,0.47,3.67,5.55
199208,3.77,-0.42,-0.37,1.88,1.28,-0.2,-2.25,-1.07,-3.14,-1.03,-3.3,-4.78,-1.49,0.11,-9.14,-3.44,-2.75,-10.87,-4.53,-4.52,-1.2,2.58,-0.49,-1.05,-2.15,-5.28,-3.39,-5.94,-2.27,0.05,-2.75,-3.22,-3.1
199209,-2.38,-0.13,-1.06,2.76,-2.11,1.36,5.65,-0.52,3.31,5.78,-4.9,0.05,2.04,2.89,-0.43,2.46,6.53,-1.57,-2.2,-0.01,13.17,0.09,0.82,1.81,3.75,2.43,0.71,4.09,2.58,4.29,5.7,3.37,4.95
199210,1.19,0.58,-0.28,-2.71,2.04,-4.2,4.27,0.69,2.47,0.73,3.32,0.77,0.1,0.65,1.56,-1.85,-0.67,0.41,3.56,-4.78,0.02,-3.48,-0.42,-0.53,6.48,0.07,2.16,6.03,2.73,4.5,3.07,2.82,1.47
199211,1.02,2.03,-2.01,3.71,0.7,1.97,7.75,7.08,4.5,10.55,4.87,2.18,5.79,2.24,6.99,3.71,8.02,8.2,1.29,-6.73,-10.49,-2.61,-0.24,4.29,5.06,6.65,3.99,5.42,6.73,7.04,9.05,6.51,6.68
199212,4.13,3.69,-1.4,-0.9,2.9,-2.84,2.64,-0.54,-0.98,-1.2,-1.4,0.96,5.15,-0.29,3.98,0.96,3.22,3.2,8.7,4.17,-0.15,1.93,2.7,5.57,0.6,0.27,0.08,1.33,3.07,0.18,-0.35,4.61,3
199301,1.53,1.63,2.63,-3.09,0.86,-5.75,6.28,2.91,2.15,-1.32,-6.77,-2.26,2.58,0.84,6.52,3.62,0.66,9.6,-3.62,-3.82,-3.66,2.76,2.45,1.16,2.76,5.16,-0.46,2.92,2.22,-0.2,0.2,3.65,0.62
199302,0.93,1.98,5.92,-2.06,-2.35,-3.2,-4.39,0.04,3.19,-7.06,-8.94,0.98,3.46,6.29,-0.51,3.35,-2.31,0,1.96,4.6,-1.92,6.03,6.21,5.72,-2.19,0.72,0.43,0.45,-1.71,-1.77,-0.14,0.99,-1.71
199303,0.12,-3.47,6.41,-2.28,2.46,-0.89,4.07,1.24,1.08,5.04,0.81,2.14,2.94,1.55,-0.83,2.24,6.38,6.27,3.51,13.07,-1.9,4.12,1.77,3.26,2.98,1.51,-1.56,4.05,2.08,2.95,3.79,4.36,0.85
199304,2.3,0.23,1.31,-12.1,-9.18,-15.78,-2.85,-2.12,-5.03,-6.41,1.31,3.31,-4.8,-1.97,-2.25,2.37,0.2,3.78,1.72,1.42,-4.69,1.2,-0.15,-2.87,-5.28,-2.73,-0.63,0.45,-3.86,-9.26,-6.34,-3.71,-3.2
199305,-3.05,-0.66,2.52,2.65,3.18,4.77,11.07,2.19,1.42,2.89,3.61,1.69,0.07,1.32,4.17,4.54,2.76,0.45,4.83,5.76,8.68,1.73,-0.06,4.23,6.4,9.06,0.32,2.5,5.24,5.86,7.24,0.43,3.11
199306,2.89,1.98,-3.45,-1.81,2.01,-0.27,-1.59,-1.19,1.87,-12.14,-2.92,-4.19,-4.38,-0.57,1.36,1.63,2.86,3.84,1.22,1.96,-8.86,-1.1,3.18,4.64,0.41,-0.54,-1.26,-1.27,-0.12,-3.47,-4.45,3.89,-0.95
199307,0.31,-0.32,2.72,-4.48,0.01,-4.59,-1.52,0.82,-2.15,-4.16,-6,1.05,-2.95,-0.29,-2.5,-0.04,2.26,2.73,3.44,5.56,6.9,0.46,1.95,2.15,-3.16,-2.91,-1.95,3.81,1.22,0.12,1.82,2.4,-2.75
199308,-0.34,0.89,2.82,5.74,2.15,-1.32,7.32,3.37,3.7,2.25,3.06,3.26,8.8,5.15,2.78,7.8,0.34,-0.72,3.32,-8.97,5.94,4.22,3.67,5.47,3.36,7.84,2.1,4.34,4.58,3.69,4.91,3.16,6.38
199309,3.71,0.15,0.13,-2.33,-1.49,-3.8,6.66,-0.96,-1.77,-4.31,0.91,-2.4,-3.29,-1.13,-4.34,-1.87,-0.89,0.66,-0.69,-9.52,6.57,1.43,-0.63,-0.48,4.47,-0.17,-2.96,-1.16,-0.77,-0.34,0.84,2.34,-1.51
199310,-0.12,3.02,-0.25,8.45,2.13,9.67,2.89,7.23,7.42,6.91,6,2.61,2.19,2.73,4.29,3.85,0.88,9.21,0.75,7.52,-0.89,-1.87,-1.96,2.59,2.72,1.24,-0.43,3.26,2.41,4.8,5.55,-3.77,-3.61
199311,1.41,2.04,-2.72,0.69,-0.44,5.83,-2.92,0.13,1.42,1.6,1.11,1.16,0.14,3,0.32,-2.24,0.43,1.74,1.99,-1.89,-0.17,-5.89,-5.51,-6.04,-1.78,0.09,6.25,1.62,-1.12,1.47,-0.32,-3.85,-0.58
199312,-1.89,-1.22,-0.77,-0.07,4.24,-0.93,0.52,3.65,1.68,0.05,2.49,2.99,0.57,1.53,6.85,3.93,7.02,4.48,6.55,14.02,4.73,0.52,1.61,-0.44,0.97,4.18,3.36,2.16,2.98,-3.83,3.91,2.25,3.03
199401,1.65,1.22,0.36,1.71,-4.93,10.13,4.41,-0.58,2.47,0.58,1.93,7.95,-6.77,3.28,10.44,4.72,3.13,8.54,2.27,1.78,-3.35,4.87,-1.22,2.01,3.87,4.61,6.44,4.69,2.8,0.05,2.52,4.18,5.62
199402,2.87,0.4,1.13,-2.15,1.63,-7.13,-0.82,-2.99,-1.21,2.62,-5.55,-0.89,0.53,-1.77,-3.24,0.84,-1.31,-4.84,1.9,-1.36,-2.08,-2.97,-4.95,-5.53,0.02,1.74,-1.78,-4.53,-0.83,2.84,1.74,-4.06,-3.75
199403,-2.55,2.8,-1.59,-4.28,-3.17,-10.99,-9.06,-4.5,-5.04,-0.31,-6.71,-3.15,-0.56,-5.81,-5.74,-3.4,-4.28,-6.88,-4.76,2.41,-9.79,-3.61,-3.93,-3.74,-4.84,-3.63,-5.82,-6,-5.66,-4.31,-6.97,-3.37,-5.26
