,bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,r2ar8,reskd,reskr,rimmx,rkxwp,rxmsq,simpl,skach,skewr,skrxp,spcop,stlmt,thrsk,wkcti,wkna8,wknck,wkovl,wkpos,wtoeg,class
2896,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,0
484,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,0
2770,2,1,1,1,2,2,1,1,2,1,2,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
476,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0
406,2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1473,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
1684,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1
1041,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,0
496,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1
2821,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,0
704,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
2980,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1
2738,1,1,1,1,2,2,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
3090,1,1,1,2,1,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0
2434,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1
2147,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,0
917,1,1,1,1,2,1,1,1,1,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
2761,1,1,1,1,1,2,2,1,2,1,2,1,2,1,3,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
631,1,1,2,1,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0
1138,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
365,1,1,1,1,2,2,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,0
1820,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,0
3162,1,1,1,2,2,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,0
2440,1,1,1,1,2,2,2,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
1111,1,1,1,1,2,1,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1
2647,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
1172,1,1,1,1,2,2,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1
1715,1,1,1,1,1,2,2,2,2,1,2,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
393,1,2,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,0
1129,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1
3118,1,1,1,1,2,2,2,2,2,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
61,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,0
2211,1,1,1,1,2,1,2,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,0
1710,1,1,1,2,2,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
2335,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,0
73,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,0
1215,1,1,1,1,2,2,2,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0
2000,1,1,1,1,2,2,2,2,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1
1894,1,1,1,1,1,2,1,1,2,1,1,2,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
2366,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
709,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
2504,1,1,1,1,2,1,2,2,2,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
1736,1,1,1,2,2,2,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
3085,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
493,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
2158,2,1,1,1,2,2,2,2,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
838,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,0
2515,1,2,1,1,1,1,1,1,2,1,2,1,1,1,3,2,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1
254,1,1,1,1,1,1,2,2,2,1,2,2,1,1,3,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,0
3191,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1
3067,1,1,1,1,1,1,2,1,1,2,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
1925,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,1
1720,1,1,1,1,1,2,1,2,2,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,0
702,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1
364,1,1,1,1,2,2,2,1,1,2,2,1,2,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
793,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,0
1411,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
1532,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
898,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0
2710,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
2395,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1
1563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1
269,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,0
2810,1,1,1,1,2,1,2,2,2,2,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0
1165,2,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
809,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1
2311,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
2841,1,1,1,1,2,1,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,0
1883,1,1,1,1,1,2,2,2,2,1,2,1,1,1,3,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,0
1815,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,0
659,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1
2477,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
1565,1,1,1,1,2,1,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,0
1681,1,1,1,1,2,2,2,2,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1
1151,1,1,1,1,1,2,1,2,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0
1073,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,0
1036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1
1608,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1
2959,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
1631,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,0
2155,1,1,2,1,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1
2767,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,0
263,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1
1975,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1
494,1,1,1,1,1,1,2,2,2,1,1,2,2,1,3,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,0
2221,1,1,1,1,1,2,2,2,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1
1914,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,0
1106,1,1,1,1,2,1,2,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0
1579,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1
3044,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,0
1330,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
219,1,1,1,1,2,1,1,1,1,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
3164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1
2416,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,0
1945,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,0
366,1,1,1,1,1,2,2,1,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1
368,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
812,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,0
2417,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
760,1,1,1,1,2,2,2,2,2,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
1306,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
2053,1,1,1,1,2,1,2,2,2,2,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,0
1359,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1
450,1,1,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
1520,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
2195,1,1,1,2,1,2,1,1,1,2,2,1,1,1,3,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1
2550,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0
1618,1,1,1,1,2,2,1,2,2,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
120,1,1,1,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1531,1,1,1,1,1,2,2,1,1,1,2,1,1,1,3,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1
84,1,1,1,1,1,1,2,2,2,1,1,1,2,1,3,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,0
2719,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1346,1,1,1,2,2,2,2,2,2,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
1311,1,1,1,1,1,2,1,1,1,1,1,2,2,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1
1595,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
652,1,2,1,1,1,2,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
1851,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,0
2220,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
343,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,0
1777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
1772,1,1,1,1,1,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0
2709,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
2510,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,0
572,1,1,1,1,1,2,1,1,2,1,2,1,1,1,3,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1
1960,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
2348,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,0
404,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
1420,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1744,1,1,1,1,1,1,2,2,2,1,2,1,1,1,3,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,0
2897,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,0
693,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
3194,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
985,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
1339,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,0
1194,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
1967,1,1,2,1,1,1,2,2,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0
2096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,0
2455,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1
2933,1,1,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,0
1699,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,0
678,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,0
2765,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,0
561,1,1,1,1,2,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,0
2390,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,0
2068,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1
2142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,0
34,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0
1892,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1
291,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
1500,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1
1624,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,0
132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1
649,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
1939,1,1,1,1,2,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,0
53,2,1,2,1,1,2,1,1,1,1,2,1,1,1,3,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,0
1320,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1
1689,1,1,1,1,1,1,2,2,2,1,2,2,2,1,3,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,0
2522,1,2,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1
2291,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1
751,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1142,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0
743,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
2923,1,2,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
640,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1
633,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
2659,1,1,1,1,2,2,2,2,2,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
2059,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
426,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0
2812,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
1651,1,1,1,1,1,2,2,1,1,2,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0
1329,1,1,1,1,1,2,2,2,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
2757,1,1,1,2,2,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1693,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1
3078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1
3099,1,1,1,1,1,2,1,2,2,2,2,1,1,1,3,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
1299,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
3008,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0
490,1,1,1,1,1,2,2,2,2,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,0
1890,2,1,1,1,2,2,2,1,2,1,2,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
