,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
18172,5,8,7,7,6,10,6,3,4,9,5,10,5,8,7,13,7
16597,3,3,4,3,3,8,10,5,3,8,9,11,3,10,5,10,23
3236,7,10,9,9,10,8,9,5,5,8,6,8,8,10,7,8,9
8058,7,9,10,7,5,8,10,4,6,11,8,8,7,9,2,9,9
993,4,10,5,7,3,8,8,9,8,6,7,12,3,8,6,11,8
9584,6,10,9,9,10,8,9,6,5,9,7,9,8,10,9,9,16
4558,4,6,6,5,3,8,9,3,5,11,7,7,6,10,1,8,9
4220,5,9,7,7,4,6,9,3,9,11,11,10,4,9,4,7,12
15515,4,8,6,5,3,9,4,4,4,8,3,9,4,7,4,9,0
1510,4,7,5,7,5,9,7,6,5,8,8,9,4,9,8,11,1
17451,11,11,9,15,7,10,7,6,6,5,13,7,6,11,7,8,11
6689,8,14,8,8,6,7,8,3,10,12,7,9,5,6,9,7,19
15891,5,12,7,9,7,9,8,6,10,7,6,10,4,9,7,10,13
592,7,11,7,9,4,3,12,5,5,12,13,9,3,11,2,9,6
2243,5,11,6,9,5,7,8,7,9,6,8,13,2,8,5,10,20
12501,4,7,5,5,3,9,3,3,3,8,3,9,3,7,4,8,0
14623,5,6,6,7,6,10,7,8,5,6,7,9,4,9,7,10,23
3812,4,6,5,4,3,5,11,2,8,11,11,7,2,12,4,5,11
1063,9,11,9,9,6,4,13,4,4,11,12,9,4,10,3,7,6
14243,2,4,3,5,2,14,4,8,5,14,5,12,2,7,1,9,4
2650,6,12,6,9,4,6,11,11,5,10,7,6,3,11,5,9,14
3158,6,11,7,9,7,8,8,7,7,8,7,9,7,8,4,9,9
3908,2,2,3,2,1,8,15,2,5,8,12,9,1,9,1,9,22
5488,6,11,8,9,6,8,8,5,8,11,10,10,4,10,6,7,18
5219,6,12,5,7,3,11,7,3,6,12,5,7,3,10,5,12,3
10442,6,8,7,6,6,7,10,7,5,9,8,10,3,10,8,11,14
11167,6,8,7,9,8,8,10,5,5,8,7,8,5,10,10,9,25
3821,7,11,7,9,6,8,7,7,6,11,8,14,5,9,7,8,8
15366,3,2,3,3,3,6,8,4,7,8,7,11,4,9,5,11,7
1543,4,11,5,9,4,6,8,7,8,8,7,14,2,9,5,11,20
9047,4,11,5,9,2,12,3,12,4,13,9,15,2,7,1,9,4
15619,4,3,5,4,3,8,9,6,5,9,8,8,6,9,4,7,9
19348,9,11,7,6,4,9,6,5,5,10,5,7,5,8,6,9,8
9649,8,9,8,7,6,5,12,4,4,10,10,8,8,12,3,7,15
11667,5,6,7,5,5,8,9,4,7,11,8,8,6,10,5,9,21
18124,5,7,7,5,6,10,6,8,6,7,10,8,4,10,9,6,11
12667,7,10,9,8,11,9,8,5,4,7,6,10,9,8,10,14,8
10021,6,6,6,8,5,8,9,6,5,9,10,10,4,10,8,9,23
18253,5,10,6,7,5,6,11,6,7,12,11,6,3,10,3,6,25
14182,3,4,4,3,2,10,8,4,9,7,7,7,3,9,6,9,12
603,8,14,8,8,5,9,5,4,5,12,9,13,4,11,6,11,1
19997,5,9,5,7,5,9,8,8,4,10,7,10,4,9,3,9,17
8060,3,4,5,3,3,8,8,4,6,11,7,7,3,9,6,9,16
2529,5,8,7,6,4,6,12,5,6,14,8,5,3,11,3,8,25
18453,7,10,7,6,4,10,6,5,6,13,4,9,6,8,6,11,5
16798,4,4,6,3,3,6,7,5,4,11,11,11,7,6,3,8,2
19662,8,10,8,7,6,5,11,4,4,10,9,8,8,12,3,7,15
10938,6,11,8,8,4,7,9,4,7,16,8,11,2,7,2,7,4
13900,4,4,5,5,2,2,16,6,4,13,10,5,1,9,3,7,25
15431,5,10,6,7,5,7,8,9,8,8,7,8,3,9,10,11,16
4957,6,12,7,9,6,6,8,7,6,9,8,13,5,8,6,9,8
15296,3,10,5,7,3,8,5,4,3,7,2,9,3,8,3,9,0
11656,8,10,9,5,4,6,10,4,5,14,10,10,6,9,1,9,9
5554,4,8,6,6,7,8,8,4,3,9,7,8,3,8,13,4,18
12799,5,10,6,7,6,7,10,8,5,10,8,5,3,11,5,8,14
3893,5,8,6,6,4,8,8,7,8,11,8,12,3,10,5,10,8
14472,4,4,5,5,3,6,11,9,5,8,5,9,3,8,7,12,10
14568,5,6,7,8,7,9,11,3,4,9,10,7,6,11,6,6,14
9316,3,5,4,4,2,6,14,4,7,12,10,5,2,12,2,6,22
11271,8,10,8,11,8,8,10,6,4,8,11,12,4,9,8,8,23
2272,7,10,6,6,4,8,9,3,8,13,8,9,3,10,5,6,22
3586,3,2,4,2,2,8,5,3,1,8,3,9,4,7,2,9,0
2735,7,7,7,9,4,5,14,9,3,11,7,4,2,11,5,9,14
5366,5,9,6,7,3,9,8,6,9,6,7,9,1,9,10,9,18
19894,6,9,9,7,6,8,8,4,7,11,7,9,4,9,4,8,21
9134,5,7,6,6,6,6,7,4,6,8,7,12,5,11,7,11,20
13372,5,8,6,6,2,5,15,5,8,13,10,4,1,11,2,6,22
878,5,5,7,7,7,10,12,3,4,8,10,7,5,11,6,6,14
3793,2,1,2,1,1,8,9,11,2,8,7,9,3,9,1,9,21
17002,8,11,8,9,8,5,12,3,3,10,9,8,8,13,3,7,15
132,5,11,6,9,4,8,8,15,3,5,7,9,7,9,1,9,9
7421,4,6,5,5,4,6,11,4,6,11,10,6,2,11,4,7,25
2547,3,11,4,8,2,13,4,11,5,14,6,14,2,7,1,9,4
12119,10,12,8,7,5,7,11,7,4,12,6,6,6,10,5,9,14
6127,3,4,3,2,2,9,9,7,6,8,6,8,3,9,9,9,18
16057,5,11,7,8,5,8,9,4,8,11,6,8,3,7,6,9,18
5543,4,4,5,3,2,5,14,4,3,11,12,8,3,12,2,9,6
18645,2,4,3,5,3,8,8,6,3,9,9,11,3,10,5,10,23
5501,5,10,7,9,7,8,7,6,5,8,8,9,4,9,9,11,1
1483,4,6,5,8,4,8,8,15,3,6,7,9,7,9,1,9,9
3771,6,6,6,8,4,8,9,16,2,8,5,9,4,9,1,9,21
19923,5,5,6,7,5,7,7,10,8,7,7,8,3,9,10,10,16
15114,2,2,3,2,2,6,11,9,4,10,7,6,2,10,4,9,14
19692,5,5,6,7,3,8,8,15,3,5,7,9,7,9,1,9,9
3130,4,5,5,3,2,6,13,3,8,12,10,5,2,11,3,6,22
963,5,7,6,6,6,8,10,3,7,9,7,9,4,7,7,8,12
14420,4,10,6,7,2,8,16,2,7,8,12,9,1,9,1,9,22
15715,5,8,6,6,5,7,8,9,6,8,6,8,4,8,4,9,9
16074,3,1,3,2,1,3,1,7,5,1,4,5,1,9,1,9,1
9126,4,2,6,3,4,9,12,4,3,7,10,9,8,12,1,8,15
15212,4,5,5,8,2,1,2,7,7,1,1,7,1,9,1,9,1
15191,6,6,7,5,3,5,13,4,4,11,12,8,3,11,2,9,6
10461,4,9,5,7,3,7,8,11,10,7,7,7,4,9,5,9,5
17408,7,13,7,7,6,9,7,4,7,11,6,8,6,9,9,7,5
6986,4,5,5,4,2,6,12,3,8,12,10,5,2,11,3,6,22
2197,3,2,5,3,2,9,2,3,3,8,3,9,3,6,3,8,0
9806,2,9,2,7,2,8,8,1,9,8,7,9,1,9,4,9,3
17778,4,5,6,6,2,7,12,3,3,10,13,9,2,11,1,9,11
3490,5,10,7,8,9,9,9,6,2,8,8,9,9,10,5,10,17
2511,7,8,8,6,5,5,9,6,8,10,9,10,4,10,4,6,24
176,3,6,1,8,1,8,8,5,5,8,7,9,1,9,1,9,3
15348,4,5,6,3,2,4,14,5,3,12,12,8,3,11,2,8,6
15397,7,12,9,9,10,7,8,4,5,9,9,10,9,10,8,6,9
6744,4,3,5,5,4,8,10,6,6,8,7,7,6,10,3,7,9
18850,4,8,6,6,5,8,8,3,8,8,7,9,1,10,10,8,19
12486,3,2,4,3,2,9,7,8,6,7,7,9,4,9,5,10,23
10518,2,7,2,5,2,8,8,2,7,8,7,9,1,9,3,9,3
7057,4,5,5,4,3,6,9,6,8,10,9,10,4,11,3,6,24
12418,8,9,8,7,6,4,12,3,3,11,10,9,7,13,3,7,15
8581,6,6,8,8,5,10,9,6,3,8,9,9,10,10,1,9,15
11065,3,4,3,2,2,6,9,6,7,12,10,12,2,10,4,9,20
13129,6,9,9,7,6,10,8,5,8,11,6,7,3,9,7,11,16
5124,5,9,7,7,8,8,8,4,6,8,8,11,7,11,7,7,1
9711,8,13,7,7,4,9,10,8,6,15,5,5,5,11,5,8,14
19858,4,8,5,6,3,8,8,15,3,6,7,9,6,9,1,9,9
2077,5,12,5,9,3,4,15,9,3,13,8,4,1,11,5,9,14
14982,6,10,7,7,5,4,10,6,8,11,11,10,4,10,3,7,24
13930,6,10,7,8,4,8,8,4,7,16,7,11,2,7,2,8,4
13651,6,11,6,6,5,10,7,6,7,11,7,8,5,9,10,10,23
10876,6,12,8,10,12,10,9,6,6,8,7,7,6,8,13,7,5
7011,5,8,7,6,6,8,8,3,7,11,7,9,4,9,4,9,21
15743,5,9,7,7,7,8,8,5,8,8,7,9,6,8,6,7,22
13766,5,10,6,7,5,9,8,7,7,11,6,6,4,9,4,9,5
14969,6,7,7,9,3,8,8,6,5,8,7,9,4,9,5,9,12
17863,10,15,9,9,6,8,5,5,9,10,6,10,4,9,10,10,23
1370,5,7,7,9,5,12,5,4,6,11,3,9,3,8,6,12,19
5371,9,14,8,8,6,11,8,5,6,13,5,6,5,12,6,9,14
3227,8,11,7,6,5,8,7,5,5,10,9,6,4,11,5,5,11
10815,5,5,6,4,3,5,9,6,8,13,11,10,4,10,3,8,24
19945,6,10,7,8,7,9,9,9,6,6,8,10,4,9,5,7,24
19466,4,12,5,9,4,9,7,1,8,14,7,10,1,8,3,9,3
12654,9,13,8,7,5,13,4,4,8,12,3,10,4,9,6,15,23
11573,4,8,6,6,6,8,8,4,7,8,8,11,5,11,8,9,13
73,4,5,4,3,3,9,9,7,6,8,7,8,3,9,10,9,18
8750,2,1,2,1,1,8,8,7,5,8,7,8,2,9,6,10,16
9881,6,6,7,9,4,9,7,9,9,6,6,9,4,9,5,9,23
150,7,9,8,10,8,9,8,5,7,7,7,8,5,10,11,10,4
10866,4,9,5,7,3,9,6,5,9,14,6,13,2,7,2,8,4
5004,3,4,4,3,2,9,8,8,5,8,7,9,3,9,3,9,17
17589,3,4,3,3,2,7,9,6,5,10,9,10,3,9,5,10,8
4083,3,7,5,5,3,9,13,3,3,6,11,10,3,12,1,10,6
13400,6,9,8,7,8,9,8,7,7,10,7,7,6,11,8,10,16
13830,2,1,2,1,1,9,8,7,5,8,7,9,3,9,3,9,17
15609,3,4,5,3,3,9,8,2,7,11,6,9,4,9,3,9,7
6506,5,9,7,7,4,6,9,3,9,11,12,10,4,9,5,7,12
13879,6,11,8,9,11,9,10,6,4,7,8,8,8,10,10,9,21
18320,6,6,9,4,5,11,7,4,6,10,6,8,11,7,3,9,2
4204,8,10,9,8,5,4,11,3,8,11,13,8,3,12,3,7,11
858,7,11,7,7,6,10,7,4,7,11,5,8,6,8,9,8,5
2745,5,5,5,7,2,1,1,7,7,1,2,6,1,9,1,9,1
17282,5,10,6,8,4,5,9,7,8,8,9,16,2,9,5,11,20
1155,8,12,10,9,12,9,6,5,4,7,6,11,9,8,10,14,8
3304,4,10,5,7,3,8,8,5,15,10,7,9,1,9,9,9,19
3478,9,11,9,6,6,9,10,4,7,10,3,7,8,5,7,7,10
5264,8,8,10,6,8,6,8,4,6,11,10,11,10,6,5,9,2
16627,2,5,3,4,2,8,5,2,8,8,3,11,1,8,3,9,1
17456,8,10,11,8,7,6,7,5,6,12,11,12,12,6,5,9,2
9924,11,16,10,9,7,7,10,4,6,11,7,8,6,8,10,7,25
14116,1,7,1,5,1,8,8,5,5,8,7,9,1,9,1,9,3
14366,2,4,3,3,2,9,8,6,6,10,6,7,3,9,4,9,5
3179,7,10,9,9,9,6,9,5,5,9,8,10,5,11,10,11,13
17501,5,7,5,8,6,9,6,8,5,10,7,9,4,9,5,9,23
16678,3,4,4,2,2,8,10,3,6,14,7,6,2,10,3,9,25
316,5,9,7,7,4,8,8,3,11,13,7,8,2,8,7,8,19
937,2,12,1,9,2,8,8,6,4,8,7,9,1,9,1,9,3
7729,5,11,6,9,3,8,8,1,10,15,7,9,1,9,2,9,3
18332,3,1,3,2,1,3,2,7,6,1,3,5,1,9,1,9,1
7790,4,7,5,5,4,8,9,7,5,10,8,9,4,9,4,9,17
14662,2,1,2,1,1,7,8,7,5,8,7,7,3,9,3,9,5
3033,7,12,6,7,3,6,11,4,8,14,8,6,3,9,5,5,22
19772,5,8,5,6,3,8,8,15,3,6,7,9,7,9,1,9,9
8524,4,4,6,3,4,8,9,3,7,11,8,8,5,11,4,8,21
16715,5,11,5,8,3,8,6,16,6,8,14,9,4,10,1,9,24
17226,8,11,11,9,7,6,8,4,6,11,11,11,9,6,4,8,2
9105,5,10,6,8,7,9,7,6,4,8,8,12,6,10,4,9,20
13600,7,11,8,9,7,8,8,9,5,8,7,9,4,9,4,9,17
8663,7,13,7,7,6,10,7,4,7,11,5,8,6,9,9,8,5
6080,3,7,4,5,3,8,9,1,8,14,7,9,1,9,2,9,3
18138,2,4,3,3,1,8,9,2,7,14,7,8,1,9,1,8,3
4065,3,1,3,1,2,8,9,5,1,8,9,9,7,10,1,9,15
1939,3,5,4,4,3,6,11,4,6,11,10,6,2,11,4,7,25
4338,3,4,4,2,2,9,12,2,7,6,12,10,2,12,2,9,11
10176,4,7,5,5,2,8,8,5,5,8,7,9,4,9,5,9,12
12082,5,10,8,8,4,13,3,5,3,12,2,10,4,8,4,10,0
2532,6,9,6,7,6,9,7,8,4,10,6,8,4,9,4,8,17
16752,3,8,4,6,4,8,8,4,8,7,8,11,3,9,7,9,12
10639,3,5,4,4,3,10,8,2,8,12,6,9,3,9,5,11,13
9829,7,11,10,9,10,9,9,9,5,7,7,9,4,9,9,5,0
18980,4,7,4,5,2,1,2,7,7,1,2,6,1,9,1,9,1
17153,4,11,4,8,2,1,2,6,7,1,1,8,1,9,1,9,1
14248,3,3,4,5,3,7,10,4,6,11,10,6,5,11,4,9,25
2229,5,10,7,8,3,8,13,2,4,8,12,9,1,11,1,9,11
9332,9,16,7,9,5,10,7,7,6,11,5,10,7,7,8,12,16
16753,3,2,3,3,2,7,8,10,7,7,7,7,3,9,4,9,5
708,6,11,8,9,5,5,10,2,9,12,13,10,2,12,3,7,11
1472,4,7,5,5,5,8,9,6,4,7,7,11,4,9,7,9,8
10680,4,7,5,5,3,7,8,7,7,11,8,11,3,11,5,10,8
8826,6,12,7,9,7,9,9,14,2,7,7,9,7,9,2,11,9
10509,4,6,5,7,5,9,10,5,3,6,9,12,3,11,6,9,23
11298,5,10,7,7,6,10,9,4,5,9,5,7,5,9,6,5,4
8943,6,10,6,8,4,5,12,3,5,10,12,8,4,11,2,9,6
16233,5,9,7,8,6,9,9,6,5,6,8,9,8,9,3,8,24
16638,3,6,4,5,4,8,8,7,8,8,7,10,3,9,7,11,13
4386,4,5,5,4,4,8,7,7,5,7,8,10,7,6,3,9,2
6326,3,4,5,2,2,9,9,3,8,11,7,8,2,10,5,9,18
19629,5,7,6,5,4,8,10,3,5,10,8,8,6,9,2,9,9
12862,5,8,6,6,3,9,7,8,8,7,7,10,3,9,7,12,8
11183,6,7,7,5,3,5,11,3,8,11,12,6,3,12,4,5,11
3506,6,11,7,8,8,9,8,8,5,9,6,8,5,8,8,11,10
2373,6,11,8,6,5,13,4,6,3,12,2,11,8,3,2,9,2
16824,5,5,6,7,4,7,9,11,10,9,8,7,4,9,5,9,5
10701,7,10,9,9,8,8,8,3,5,8,9,11,9,8,5,9,0
18787,4,5,6,4,3,5,13,5,5,14,9,5,2,11,2,8,25
12516,5,7,5,5,3,4,13,6,5,12,13,8,4,11,2,9,6
17941,5,8,7,7,6,7,5,5,6,7,5,8,4,6,7,7,23
18186,3,4,4,3,3,11,7,4,7,11,4,7,3,9,4,10,5
17765,6,11,8,9,8,10,8,7,7,9,6,6,6,10,5,11,5
762,5,7,5,5,4,8,7,10,8,8,8,8,3,9,9,10,16
6920,6,11,8,9,6,11,8,3,10,12,4,9,4,9,6,13,13
16105,3,4,5,3,3,6,9,3,7,11,9,11,4,9,3,9,7
11873,5,12,6,9,8,7,9,10,7,8,6,8,3,8,9,11,16
14118,7,11,10,9,6,4,8,4,8,11,12,13,5,8,5,8,7
12359,2,4,3,3,1,8,8,1,8,14,7,9,1,9,2,9,3
5286,5,8,5,6,4,8,9,5,8,11,6,8,3,8,5,9,18
323,10,12,13,9,9,6,8,5,8,11,10,11,4,9,5,7,21
13256,3,5,3,3,3,8,8,6,8,8,6,10,3,9,6,11,13
16154,4,10,6,8,6,10,10,4,4,9,5,7,5,9,6,6,4
18276,4,4,4,6,2,1,2,7,7,1,1,7,1,9,1,9,1
10988,4,5,6,7,2,10,9,5,4,7,15,9,4,11,1,9,6
18402,8,11,11,9,8,6,9,5,2,8,10,9,9,11,1,8,15
2940,3,5,4,4,2,11,7,3,7,13,4,9,1,8,1,8,4
1956,5,6,7,8,3,8,5,4,2,8,2,9,4,8,3,9,0
13988,9,14,9,8,5,11,9,5,7,10,3,6,7,8,5,10,21
7425,2,5,3,4,2,8,8,1,8,14,7,9,1,9,2,9,3
6248,7,12,8,9,6,8,8,9,6,11,7,9,4,9,4,9,17
11682,3,2,3,3,2,9,8,8,5,8,7,9,3,9,4,9,17
11060,6,9,9,7,6,8,9,5,2,8,10,9,8,12,1,9,15
1796,5,10,7,8,4,8,10,7,8,7,11,10,4,10,2,9,24
19337,7,11,7,6,4,9,7,6,7,13,5,8,6,8,6,10,5
8767,3,5,4,4,2,8,8,1,8,14,7,9,1,9,2,8,3
12131,3,4,4,3,3,10,7,4,6,11,5,7,3,9,3,9,5
1311,2,6,3,5,2,8,9,1,8,14,7,8,1,9,2,8,3
14424,8,15,6,9,3,10,8,7,5,14,4,8,4,8,7,12,3
12925,5,9,7,7,5,8,8,9,6,8,6,9,4,9,4,9,17
1228,6,12,8,9,9,9,9,9,7,8,6,6,5,7,10,13,16
3681,2,4,4,3,2,8,9,5,4,12,6,5,2,10,3,9,14
16036,6,11,8,9,5,10,10,5,3,6,14,9,5,10,2,8,6
10449,6,10,9,8,6,8,10,3,5,11,6,7,6,10,2,8,9
14590,13,16,12,9,7,9,8,5,6,10,8,8,8,11,6,10,21
14875,8,11,10,8,12,8,9,6,3,8,7,9,13,12,10,13,17
118,6,5,6,7,4,6,10,11,6,9,6,6,3,11,5,9,14
14343,4,9,5,7,4,9,7,13,5,8,12,9,4,10,1,9,24
6592,6,10,8,8,6,8,7,9,6,7,6,5,6,9,6,10,5
10790,3,4,5,3,3,8,11,4,5,13,5,4,2,11,3,9,14
19847,6,12,7,9,7,8,7,8,5,11,7,11,6,9,5,7,17
5266,5,9,7,7,7,10,7,5,7,11,5,8,4,9,6,11,16
12084,6,11,7,8,3,5,9,9,3,8,5,12,5,9,3,12,7
2571,4,7,5,5,4,8,10,7,5,8,7,7,6,10,2,7,9
3118,5,9,5,7,3,4,12,5,5,12,13,9,3,11,2,9,6
17433,5,7,7,5,4,8,9,5,2,8,9,9,9,10,1,9,15
10334,5,6,6,5,6,9,8,5,6,8,7,9,6,9,9,12,18
15457,3,4,4,3,2,7,12,3,7,12,10,6,2,12,3,6,22
496,6,12,8,9,7,8,9,6,8,7,6,9,5,7,8,10,10
11396,4,8,5,6,3,8,7,7,10,6,8,11,1,10,10,9,18
1590,4,10,6,7,3,7,6,4,2,7,2,9,3,8,3,8,0
1012,4,5,5,4,3,6,9,6,8,11,10,10,4,10,3,7,24
9231,11,16,11,10,8,9,7,4,10,13,7,10,5,6,9,8,19
7739,4,8,7,6,7,11,8,2,6,10,6,7,5,11,6,8,25
5436,7,12,9,9,9,9,5,7,6,9,8,9,10,8,7,6,11
19745,5,12,6,9,4,7,5,4,9,7,2,9,2,7,4,8,1
15875,9,13,8,8,3,6,12,4,8,14,8,5,3,9,5,5,22
933,4,3,5,5,2,8,6,13,6,8,15,8,4,10,1,9,24
6642,6,12,7,9,7,9,9,6,9,6,6,9,1,9,10,9,18
7297,5,9,5,10,7,8,11,6,4,7,11,12,4,10,7,9,23
17402,5,11,7,8,5,9,5,1,9,11,4,11,1,8,4,10,1
9592,4,9,5,7,4,10,7,6,11,8,6,7,2,8,9,9,19
10261,6,10,6,5,4,10,8,3,7,11,5,8,6,10,4,10,7
4578,9,15,8,9,5,6,11,7,4,13,6,5,5,11,5,9,14
6184,8,11,11,9,6,6,9,3,10,12,11,10,4,9,5,7,12
6994,7,10,8,12,9,10,11,7,5,4,10,13,5,10,10,15,23
17667,7,11,8,9,5,7,8,8,9,11,8,11,3,11,6,10,8
18533,4,7,6,5,6,8,9,4,4,9,8,9,6,10,6,5,9
8110,5,9,8,7,10,10,9,6,3,8,8,8,13,11,5,7,15
10091,3,4,4,2,2,6,11,5,6,11,10,6,2,10,4,7,25
14322,7,10,7,7,5,4,12,3,4,10,11,9,4,13,2,8,6
7997,4,4,5,6,3,5,13,10,3,11,7,5,2,11,5,9,14
4725,5,12,7,9,8,9,8,4,10,8,7,8,2,8,12,10,19
14665,3,4,4,3,2,11,3,3,2,9,3,10,3,6,2,10,0
6451,4,11,6,8,2,8,16,1,7,8,12,9,1,9,1,9,22
16255,4,6,6,5,4,8,9,3,10,13,7,9,2,10,6,8,19
15432,3,2,4,2,2,10,13,4,3,6,12,9,3,12,1,9,6
18646,6,11,7,9,6,9,7,5,6,9,7,8,4,8,5,7,4
4138,4,5,5,4,2,6,12,3,8,12,10,6,2,11,3,6,22
11063,4,11,5,8,4,10,6,1,8,14,6,10,1,8,3,10,3
4861,8,11,8,6,6,7,9,4,5,8,5,11,7,9,7,8,10
14729,6,8,7,6,5,10,8,5,8,11,4,8,3,8,6,11,18
9172,7,8,9,6,5,11,8,4,7,11,2,5,7,11,3,9,9
19197,6,7,7,6,7,10,9,5,6,8,7,9,6,11,9,12,18
7203,4,9,7,7,2,7,9,5,4,8,15,9,4,10,1,9,6
8239,8,16,7,9,4,8,5,6,6,9,3,8,5,7,7,8,18
4521,5,12,7,9,2,7,11,3,3,8,14,9,2,12,1,9,11
19976,7,8,9,6,5,5,12,4,5,11,11,10,6,9,2,9,9
17814,3,4,3,3,2,8,8,7,7,8,7,5,3,9,4,7,5
74,5,9,6,7,4,7,11,10,5,8,6,9,4,9,7,12,10
4062,3,4,3,3,3,8,8,6,8,8,7,10,3,9,6,11,13
16001,3,7,5,5,2,9,6,4,2,8,2,9,3,8,3,9,0
529,3,4,5,3,3,9,8,4,6,11,6,7,3,9,5,10,16
6460,6,12,7,9,5,7,7,8,9,12,7,14,3,10,5,9,8
418,3,7,4,5,4,8,8,12,2,7,7,9,6,10,1,9,9
3712,6,8,8,7,9,8,9,6,6,8,8,8,6,10,12,13,18
1549,4,4,6,3,4,8,8,3,7,11,7,9,4,9,4,8,21
1089,3,8,5,5,2,7,11,3,3,8,13,9,2,12,1,9,11
909,4,7,6,5,7,11,8,5,3,8,7,9,6,11,2,6,15
19063,3,9,4,7,2,14,4,10,5,14,5,13,2,7,1,9,4
5135,4,4,5,3,2,6,12,4,8,12,10,5,2,11,3,6,22
13644,8,11,8,9,6,2,11,3,4,12,12,10,8,11,2,8,15
7904,7,12,7,9,6,9,7,9,6,11,6,9,4,9,4,8,17
8016,5,12,6,9,4,8,9,3,7,15,6,9,2,9,2,9,4
19533,8,12,10,9,9,10,6,7,5,8,9,9,4,10,9,4,11
12744,6,10,8,9,10,8,8,6,5,8,7,9,7,10,9,8,16
1049,4,7,5,5,4,8,9,13,2,8,5,9,4,9,1,9,21
3141,6,11,7,8,5,8,8,9,6,11,7,10,4,10,5,7,17
1848,2,2,3,2,2,8,8,7,5,8,7,9,3,9,3,9,17
3037,4,6,6,7,5,12,6,4,3,9,5,10,5,9,6,12,21
9520,3,2,4,3,3,8,8,7,7,8,7,10,4,10,4,9,21
19498,7,12,8,9,5,6,8,11,11,8,7,6,4,9,5,9,5
7895,1,4,1,5,1,8,8,5,5,8,7,9,1,9,1,9,3
18728,7,11,10,8,7,12,7,3,6,10,4,7,10,9,3,10,2
10331,6,6,7,8,4,9,8,9,7,7,7,10,4,9,6,10,23
9602,5,11,8,9,7,8,9,5,2,8,10,9,8,12,1,9,15
15850,4,11,5,8,5,9,8,8,6,8,8,9,3,9,9,9,18
13265,5,10,7,8,5,8,9,7,6,8,7,7,7,10,3,6,9
14632,5,10,7,9,7,7,9,5,9,9,8,9,4,10,9,8,22
8665,7,11,10,8,6,11,8,4,6,11,4,6,7,10,2,8,9
213,6,11,6,8,4,4,9,7,12,8,7,16,1,9,8,8,13
9169,3,3,4,4,3,9,8,8,6,9,7,8,3,10,10,9,18
10761,4,8,4,6,3,8,8,14,3,6,7,9,6,9,1,9,9
16538,6,8,8,6,4,8,12,4,7,15,6,3,1,11,4,9,14
16264,5,7,7,5,5,9,7,2,7,11,6,10,5,8,6,9,7
3644,6,11,7,9,6,7,11,2,9,12,10,7,2,11,4,5,22
528,5,10,7,8,6,8,11,5,5,13,6,4,2,11,4,9,14
3862,4,7,5,5,4,7,7,9,7,7,7,8,3,9,10,11,16
11005,6,8,9,6,6,8,8,4,7,11,8,9,4,10,4,8,21
13564,6,9,7,7,6,9,9,9,6,7,8,10,4,8,5,7,24
12505,3,4,3,3,3,7,9,5,6,8,7,8,3,8,4,10,10
3143,2,4,4,3,2,9,4,3,3,8,3,9,3,7,3,8,0
4012,5,8,6,6,7,9,7,5,2,8,9,9,8,10,5,8,6
18091,4,6,7,4,4,8,7,3,9,12,7,11,3,9,5,10,13
5403,7,12,9,9,10,7,9,7,8,8,7,11,7,9,5,9,21
2558,6,12,8,10,5,10,8,3,7,15,4,8,1,8,1,8,4
8040,6,9,6,7,3,3,13,6,5,13,13,8,4,11,2,9,6
12586,5,12,6,9,4,10,8,3,8,16,5,9,1,7,2,8,4
420,4,3,5,5,3,8,9,7,7,7,10,10,4,10,2,9,24
5500,8,12,7,7,4,8,9,4,7,10,8,9,7,10,4,8,7
17471,5,11,6,8,5,8,8,8,7,7,6,9,2,8,7,12,8
631,5,7,6,5,4,11,7,5,7,11,4,8,4,9,4,11,21
1289,5,8,6,6,4,8,6,4,1,8,2,9,3,8,2,9,0
967,6,11,7,9,4,5,5,3,12,4,2,9,1,8,3,6,1
9273,5,12,6,9,5,7,12,2,9,9,12,9,2,12,2,8,22
379,8,12,7,7,4,8,7,6,7,4,10,8,6,9,4,7,24
16932,5,6,6,5,5,8,9,6,7,8,6,7,7,8,5,9,10
14551,6,12,8,9,9,9,6,6,4,9,8,10,10,10,7,12,6
2586,3,5,5,4,3,12,3,4,3,12,3,11,3,7,3,10,0
4446,5,6,8,5,7,6,10,5,4,7,5,10,9,6,8,10,10
8901,6,10,6,7,7,9,6,12,1,7,9,9,9,7,2,7,2
6059,4,6,6,5,4,7,7,7,7,7,7,10,3,9,5,9,8
7304,7,10,7,12,9,8,9,7,4,9,10,10,6,10,9,9,23
14761,4,6,6,4,3,8,9,3,5,11,7,7,6,9,1,8,9
5528,3,6,4,4,2,4,5,4,9,3,2,8,1,8,2,7,1
13118,4,9,6,7,9,8,7,5,4,8,8,9,8,11,6,7,24
12239,5,11,7,9,5,9,8,8,8,11,6,5,4,8,6,10,5
12336,9,15,7,9,5,6,6,4,9,11,5,14,4,7,7,8,1
16216,5,5,5,7,4,9,8,13,2,7,10,9,9,7,1,9,2
5516,7,12,9,9,8,11,6,6,6,9,6,8,5,8,11,6,19
12400,2,4,3,2,2,7,5,2,8,9,4,11,1,8,3,9,1
10424,6,11,6,6,4,9,9,4,6,13,6,7,3,11,6,11,3
18814,4,5,5,4,3,8,13,5,7,8,12,9,3,12,2,8,22
